cust_id,gender,age,region,city,signup_date
C001799,F,32,Western Cape,Cape Town,2019-10-15
C001800,F,40,Mpumalanga,Nelspruit,2019-03-08
C001801,F,16,Mpumalanga,Nelspruit,2021-04-12
C001802,M,26,Gauteng,Pretoria,2020-08-12
C001803,M,36,Limpopo,Polokwane,2024-06-06
C001804,M,46,Free State,Bloemfontein,2022-12-26
C001805,M,35,Western Cape,Cape Town,2019-07-25
C001806,F,50,North West,Rustenburg,2023-07-12
C001807,F,43,Northern Cape,Kimberley,2022-09-07
C001808,F,27,Limpopo,Polokwane,2019-10-03
C001809,M,31,Western Cape,Paarl,2021-06-03
C001810,F,38,Eastern Cape,East London,2023-06-03
C001811,M,28,Free State,Bloemfontein,2022-11-18
C001812,M,51,Northern Cape,Kimberley,2022-06-09
C001813,M,20,North West,Rustenburg,2021-12-08
C001814,M,37,Mpumalanga,Nelspruit,2023-02-21
C001815,F,42,Mpumalanga,Nelspruit,2024-04-03
C001816,M,29,Mpumalanga,Nelspruit,2020-01-11
C001817,M,27,KwaZulu-Natal,Durban,2021-05-31
C001818,M,32,Western Cape,Cape Town,2024-02-02
C001819,M,43,North West,Rustenburg,2022-01-18
C001820,M,27,Free State,Bloemfontein,2020-01-21
C001821,X,20,Northern Cape,Kimberley,2019-10-13
C001822,F,47,Mpumalanga,Nelspruit,2023-05-12
C001823,M,38,Free State,Bloemfontein,2021-12-09
C001824,M,45,Limpopo,Polokwane,2023-09-28
C001825,F,42,Limpopo,Polokwane,2019-09-09
C001826,M,59,Northern Cape,Kimberley,2022-08-22
C001827,F,46,Eastern Cape,Gqeberha,2022-07-01
C001828,M,24,Eastern Cape,Gqeberha,2021-10-03
C001829,F,39,Eastern Cape,East London,2021-07-24
C001830,F,26,Gauteng,Johannesburg,2020-08-17
C001831,M,28,Free State,Bloemfontein,2023-09-12
C001832,F,16,Free State,Bloemfontein,2020-12-26
C001833,F,30,Western Cape,Paarl,2021-07-05
C001834,F,40,North West,Rustenburg,2024-02-25
C001835,M,32,Mpumalanga,Nelspruit,2022-10-13
C001836,M,20,KwaZulu-Natal,Durban,2019-03-26
C001837,M,16,Western Cape,Cape Town,2019-05-10
C001838,F,58,Limpopo,Polokwane,2022-03-23
C001839,M,37,Gauteng,Pretoria,2023-04-04
C001840,F,23,Western Cape,Cape Town,2021-10-28
C001841,M,39,Eastern Cape,East London,2024-09-27
C001842,F,59,Northern Cape,Kimberley,2024-02-06
C001843,F,40,Gauteng,Soweto,2021-09-07
C001844,F,16,Free State,Bloemfontein,2020-05-30
C001845,M,65,Limpopo,Polokwane,2019-01-22
C001846,M,16,KwaZulu-Natal,Pietermaritzburg,2019-03-15
C001847,F,31,Free State,Bloemfontein,2022-08-14
C001848,M,19,Limpopo,Polokwane,2021-01-03
C001849,M,24,Western Cape,Cape Town,2019-11-14
C001850,F,36,Northern Cape,Kimberley,2019-06-10
C001851,M,16,KwaZulu-Natal,Pietermaritzburg,2021-10-21
C001852,M,32,Eastern Cape,Gqeberha,2022-07-04
C001853,F,47,Gauteng,Pretoria,2019-03-13
C001854,M,23,Limpopo,Polokwane,2021-07-06
C001855,F,16,Limpopo,Polokwane,2021-08-27
C001856,M,31,Western Cape,Stellenbosch,2019-05-03
C001857,F,29,KwaZulu-Natal,Pietermaritzburg,2024-03-30
C001858,M,26,Mpumalanga,Nelspruit,2020-05-18
C001859,F,19,Mpumalanga,Nelspruit,2019-10-24
C001860,M,39,KwaZulu-Natal,Pietermaritzburg,2019-10-21
C001861,M,40,Limpopo,Polokwane,2021-12-27
C001862,F,20,Mpumalanga,Nelspruit,2023-04-01
C001863,M,22,Eastern Cape,East London,2020-07-09
C001864,X,35,Western Cape,Cape Town,2023-08-05
C001865,M,21,Gauteng,Midrand,2020-07-25
C001866,F,35,Northern Cape,Kimberley,2020-02-14
C001867,M,51,KwaZulu-Natal,Durban,2022-11-09
C001868,F,32,North West,Rustenburg,2023-08-22
C001869,F,18,KwaZulu-Natal,Pietermaritzburg,2023-06-27
C001870,M,38,Mpumalanga,Nelspruit,2022-05-05
C001871,M,31,KwaZulu-Natal,Durban,2024-03-27
C001872,M,31,Limpopo,Polokwane,2024-02-03
C001873,F,39,Northern Cape,Kimberley,2020-09-01
C001874,M,41,Mpumalanga,Nelspruit,2022-10-05
C001875,M,33,Western Cape,Stellenbosch,2019-06-04
C001876,F,32,Free State,Bloemfontein,2019-06-24
C001877,M,58,KwaZulu-Natal,Durban,2021-08-26
C001878,F,47,Western Cape,Paarl,2023-03-21
C001879,F,43,North West,Rustenburg,2022-07-04
C001880,M,35,Northern Cape,Kimberley,2019-12-26
C001881,X,21,Northern Cape,Kimberley,2023-06-08
C001882,F,47,North West,Rustenburg,2022-08-22
C001883,F,35,Free State,Bloemfontein,2023-07-14
C001884,F,26,Free State,Bloemfontein,2022-09-02
C001885,M,30,Free State,Bloemfontein,2024-03-06
C001886,F,21,Mpumalanga,Nelspruit,2021-03-04
C001887,M,46,Gauteng,Midrand,2019-03-10
C001888,X,41,North West,Rustenburg,2022-08-04
C001889,F,35,North West,Rustenburg,2024-11-18
C001890,M,32,Northern Cape,Kimberley,2019-08-04
C001891,M,25,Limpopo,Polokwane,2024-10-18
C001892,M,16,Free State,Bloemfontein,2023-08-14
C001893,F,16,Free State,Bloemfontein,2019-03-19
C001894,F,24,Limpopo,Polokwane,2022-04-03
C001895,F,22,KwaZulu-Natal,Durban,2020-11-17
C001896,M,36,Mpumalanga,Nelspruit,2022-12-02
C001897,M,43,Eastern Cape,East London,2023-08-04
C001898,F,31,KwaZulu-Natal,Pietermaritzburg,2021-03-29
C001899,F,50,Mpumalanga,Nelspruit,2021-11-13
C001900,M,24,Eastern Cape,Gqeberha,2019-03-29
C001901,F,31,Gauteng,Soweto,2019-01-11
C001902,F,32,Free State,Bloemfontein,2023-07-22
C001903,M,46,Free State,Bloemfontein,2021-02-15
C001904,F,34,KwaZulu-Natal,Pietermaritzburg,2024-04-06
C001905,F,35,Gauteng,Johannesburg,2022-06-21
C001906,F,16,Free State,Bloemfontein,2021-05-18
C001907,F,22,Mpumalanga,Nelspruit,2024-04-10
C001908,M,46,North West,Rustenburg,2019-05-06
C001909,M,16,Western Cape,Paarl,2023-12-22
C001910,M,49,Eastern Cape,Gqeberha,2019-06-12
C001911,F,39,Northern Cape,Kimberley,2024-09-03
C001912,M,24,Eastern Cape,East London,2022-05-23
C001913,F,23,Free State,Bloemfontein,2021-10-21
C001914,M,56,Mpumalanga,Nelspruit,2022-12-05
C001915,F,50,Free State,Bloemfontein,2023-10-15
C001916,M,32,North West,Rustenburg,2020-09-16
C001917,F,35,Eastern Cape,East London,2019-08-09
C001918,F,25,Free State,Bloemfontein,2024-10-19
C001919,M,35,Free State,Bloemfontein,2022-02-09
C001920,F,25,Mpumalanga,Nelspruit,2020-09-20
C001921,F,32,Eastern Cape,Gqeberha,2024-06-30
C001922,M,55,KwaZulu-Natal,Durban,2019-03-28
C001923,M,32,Eastern Cape,Gqeberha,2024-01-12
C001924,F,20,KwaZulu-Natal,Durban,2019-02-10
C001925,M,17,Western Cape,Cape Town,2022-12-06
C001926,M,35,North West,Rustenburg,2019-03-25
C001927,M,24,Eastern Cape,East London,2019-11-23
C001928,M,36,KwaZulu-Natal,Pietermaritzburg,2020-12-15
C001929,M,16,North West,Rustenburg,2020-02-03
C001930,M,41,North West,Rustenburg,2019-04-08
C001931,M,20,KwaZulu-Natal,Durban,2023-01-26
C001932,M,34,KwaZulu-Natal,Pietermaritzburg,2023-07-26
C001933,F,29,North West,Rustenburg,2020-12-13
C001934,F,54,KwaZulu-Natal,Durban,2023-03-09
C001935,F,35,North West,Rustenburg,2020-12-22
C001936,M,56,Limpopo,Polokwane,2020-04-16
C001937,F,40,Limpopo,Polokwane,2024-01-31
C001938,M,50,Free State,Bloemfontein,2022-02-24
C001939,M,30,Gauteng,Johannesburg,2019-02-14
C001940,X,37,North West,Rustenburg,2023-03-12
C001941,F,48,Limpopo,Polokwane,2021-05-09
C001942,M,44,Western Cape,Cape Town,2019-06-10
C001943,M,39,North West,Rustenburg,2020-06-05
C001944,F,29,KwaZulu-Natal,Durban,2020-11-29
C001945,M,31,Eastern Cape,East London,2019-03-01
C001946,F,47,Limpopo,Polokwane,2023-05-14
C001947,M,49,KwaZulu-Natal,Pietermaritzburg,2020-04-19
C001948,M,26,Gauteng,Soweto,2019-12-09
C001949,F,24,KwaZulu-Natal,Durban,2020-02-08
C001950,F,22,Mpumalanga,Nelspruit,2023-04-14
C001951,F,43,Eastern Cape,East London,2022-01-09
C001952,F,22,Mpumalanga,Nelspruit,2023-11-17
C001953,M,43,Gauteng,Soweto,2021-08-11
C001954,F,40,KwaZulu-Natal,Pietermaritzburg,2023-02-03
C001955,F,26,KwaZulu-Natal,Durban,2021-10-30
C001956,M,52,Gauteng,Johannesburg,2022-07-22
C001957,M,16,Limpopo,Polokwane,2024-04-06
C001958,M,53,Western Cape,Stellenbosch,2022-09-06
C001959,M,37,Free State,Bloemfontein,2021-12-18
C001960,F,16,Northern Cape,Kimberley,2024-03-10
C001961,M,52,KwaZulu-Natal,Durban,2022-10-31
C001962,F,45,Western Cape,Cape Town,2024-08-05
C001963,M,28,Northern Cape,Kimberley,2022-11-18
C001964,X,21,Eastern Cape,Gqeberha,2023-02-13
C001965,M,16,KwaZulu-Natal,Pietermaritzburg,2022-02-05
C001966,M,62,Mpumalanga,Nelspruit,2024-02-05
C001967,M,22,Western Cape,Stellenbosch,2020-10-29
C001968,F,18,Eastern Cape,East London,2022-04-06
C001969,M,36,Western Cape,Cape Town,2024-05-31
C001970,M,16,Northern Cape,Kimberley,2020-04-10
C001971,X,21,KwaZulu-Natal,Pietermaritzburg,2021-08-17
C001972,M,45,Limpopo,Polokwane,2019-02-26
C001973,F,39,Free State,Bloemfontein,2022-06-04
C001974,M,28,Free State,Bloemfontein,2021-01-30
C001975,F,33,Gauteng,Pretoria,2022-05-09
C001976,F,28,KwaZulu-Natal,Pietermaritzburg,2020-06-01
C001977,F,32,North West,Rustenburg,2023-12-18
C001978,M,24,Free State,Bloemfontein,2024-11-27
C001979,F,26,North West,Rustenburg,2022-03-16
C001980,F,26,Limpopo,Polokwane,2022-08-29
C001981,F,24,KwaZulu-Natal,Pietermaritzburg,2021-09-27
C001982,M,46,Eastern Cape,Gqeberha,2020-10-15
C001983,M,42,Mpumalanga,Nelspruit,2021-10-04
C001984,F,22,KwaZulu-Natal,Durban,2021-12-17
C001985,F,19,Limpopo,Polokwane,2023-09-05
C001986,M,31,Northern Cape,Kimberley,2023-02-21
C001987,F,59,North West,Rustenburg,2020-12-23
C001988,M,21,Eastern Cape,Gqeberha,2022-09-13
C001989,F,31,KwaZulu-Natal,Pietermaritzburg,2024-08-09
C001990,M,34,Limpopo,Polokwane,2021-07-03
C001991,F,32,Limpopo,Polokwane,2024-01-29
C001992,M,28,Mpumalanga,Nelspruit,2021-11-03
C001993,F,47,Gauteng,Johannesburg,2019-10-30
C001994,M,38,Free State,Bloemfontein,2020-02-03
C001995,X,43,Gauteng,Midrand,2020-11-25
C001996,M,40,Northern Cape,Kimberley,2022-06-29
C001997,F,44,North West,Rustenburg,2024-06-06
C001998,F,52,Mpumalanga,Nelspruit,2021-05-11
C001999,M,49,KwaZulu-Natal,Pietermaritzburg,2020-09-01
C002000,M,61,Mpumalanga,Nelspruit,2022-12-04
C002001,F,48,Free State,Bloemfontein,2020-11-26
C002002,F,25,Limpopo,Polokwane,2021-08-12
C002003,F,43,KwaZulu-Natal,Pietermaritzburg,2020-04-21
C002004,M,42,Free State,Bloemfontein,2020-10-06
C002005,M,56,North West,Rustenburg,2019-04-30
C002006,M,21,Western Cape,Cape Town,2022-05-29
C002007,M,40,Eastern Cape,East London,2021-11-13
C002008,F,25,KwaZulu-Natal,Durban,2020-01-12
C002009,F,39,Western Cape,Paarl,2023-07-12
C002010,F,30,Eastern Cape,Gqeberha,2020-03-17
C002011,M,39,Limpopo,Polokwane,2022-12-16
C002012,F,16,Gauteng,Pretoria,2019-09-03
C002013,F,43,Western Cape,Cape Town,2019-03-02
C002014,F,35,North West,Rustenburg,2019-09-28
C002015,F,35,KwaZulu-Natal,Pietermaritzburg,2022-02-20
C002016,M,56,Eastern Cape,Gqeberha,2020-01-29
C002017,F,28,Mpumalanga,Nelspruit,2020-12-24
C002018,F,37,Mpumalanga,Nelspruit,2022-03-23
C002019,M,34,Northern Cape,Kimberley,2022-11-06
C002020,F,35,Western Cape,Cape Town,2023-09-14
C002021,F,60,Mpumalanga,Nelspruit,2021-06-06
C002022,F,34,Mpumalanga,Nelspruit,2019-08-21
C002023,M,26,Western Cape,Cape Town,2024-11-17
C002024,F,55,North West,Rustenburg,2023-08-31
C002025,M,29,KwaZulu-Natal,Durban,2023-12-20
C002026,M,16,Eastern Cape,East London,2024-07-14
C002027,M,24,North West,Rustenburg,2023-03-14
C002028,F,18,Free State,Bloemfontein,2024-12-15
C002029,M,16,KwaZulu-Natal,Pietermaritzburg,2022-02-03
C002030,F,29,KwaZulu-Natal,Durban,2022-05-12
C002031,F,32,Mpumalanga,Nelspruit,2022-07-18
C002032,M,47,Western Cape,Stellenbosch,2022-01-18
C002033,F,41,Free State,Bloemfontein,2021-08-26
C002034,F,40,Mpumalanga,Nelspruit,2020-12-25
C002035,F,22,North West,Rustenburg,2023-10-07
C002036,F,44,North West,Rustenburg,2020-12-20
C002037,F,50,Eastern Cape,East London,2024-06-12
C002038,M,38,Western Cape,Stellenbosch,2023-07-01
C002039,M,38,Northern Cape,Kimberley,2024-12-28
C002040,F,18,Limpopo,Polokwane,2022-11-14
C002041,M,46,Eastern Cape,East London,2022-08-04
C002042,F,54,Northern Cape,Kimberley,2021-01-03
C002043,F,37,Mpumalanga,Nelspruit,2023-02-02
C002044,F,26,Free State,Bloemfontein,2022-06-25
C002045,F,31,Western Cape,Stellenbosch,2021-05-25
C002046,F,28,Gauteng,Soweto,2019-05-28
C002047,F,29,Free State,Bloemfontein,2019-01-19
C002048,F,41,Western Cape,Paarl,2020-05-20
C002049,M,36,KwaZulu-Natal,Durban,2023-03-21
C002050,F,45,Mpumalanga,Nelspruit,2024-07-05
C002051,F,37,Gauteng,Johannesburg,2024-08-07
C002052,F,23,Northern Cape,Kimberley,2022-02-24
C002053,M,27,Eastern Cape,East London,2024-02-26
C002054,F,26,North West,Rustenburg,2019-01-10
C002055,M,31,Western Cape,Cape Town,2024-04-08
C002056,F,55,Free State,Bloemfontein,2024-10-11
C002057,F,56,Northern Cape,Kimberley,2021-05-30
C002058,M,43,Limpopo,Polokwane,2019-04-10
C002059,F,34,North West,Rustenburg,2023-04-12
C002060,F,17,Mpumalanga,Nelspruit,2019-01-30
C002061,F,36,Mpumalanga,Nelspruit,2022-10-30
C002062,X,24,Eastern Cape,Gqeberha,2020-12-04
C002063,M,53,Free State,Bloemfontein,2022-03-30
C002064,M,16,Gauteng,Johannesburg,2024-07-07
C002065,X,38,KwaZulu-Natal,Pietermaritzburg,2019-11-29
C002066,F,23,Gauteng,Midrand,2019-03-16
C002067,X,33,KwaZulu-Natal,Durban,2022-06-14
C002068,F,41,Mpumalanga,Nelspruit,2023-03-06
C002069,M,45,Western Cape,Stellenbosch,2020-10-15
C002070,F,32,Free State,Bloemfontein,2019-12-26
C002071,F,42,Free State,Bloemfontein,2023-03-21
C002072,M,25,Western Cape,Cape Town,2023-02-17
C002073,F,36,North West,Rustenburg,2024-08-31
C002074,X,45,Mpumalanga,Nelspruit,2024-03-07
C002075,F,37,Western Cape,Cape Town,2023-05-13
C002076,M,27,Gauteng,Midrand,2019-02-13
C002077,X,30,Gauteng,Soweto,2020-07-22
C002078,F,45,KwaZulu-Natal,Durban,2022-12-05
C002079,M,20,Western Cape,Stellenbosch,2021-10-15
C002080,M,22,Gauteng,Soweto,2019-04-24
C002081,M,40,Free State,Bloemfontein,2022-05-22
C002082,F,28,Free State,Bloemfontein,2023-07-22
C002083,M,16,Gauteng,Johannesburg,2023-05-10
C002084,M,49,Limpopo,Polokwane,2024-07-14
C002085,F,20,Eastern Cape,Gqeberha,2019-11-20
C002086,F,31,Western Cape,Paarl,2024-09-20
C002087,F,26,Western Cape,Stellenbosch,2022-02-25
C002088,M,29,Mpumalanga,Nelspruit,2020-10-31
C002089,F,22,Gauteng,Soweto,2024-02-27
C002090,M,42,Western Cape,Stellenbosch,2019-08-15
C002091,X,34,Mpumalanga,Nelspruit,2019-03-02
C002092,F,45,Limpopo,Polokwane,2023-05-19
C002093,F,26,Northern Cape,Kimberley,2023-05-13
C002094,M,59,Gauteng,Johannesburg,2019-07-18
C002095,F,16,Western Cape,Paarl,2024-04-12
C002096,M,16,Limpopo,Polokwane,2024-01-16
C002097,M,54,KwaZulu-Natal,Pietermaritzburg,2023-10-09
C002098,M,39,Eastern Cape,East London,2021-05-07
C002099,F,37,KwaZulu-Natal,Durban,2024-08-02
C002100,M,38,North West,Rustenburg,2019-10-14
C002101,M,40,North West,Rustenburg,2023-09-11
C002102,F,37,North West,Rustenburg,2024-01-17
C002103,M,21,Free State,Bloemfontein,2022-02-08
C002104,M,43,Free State,Bloemfontein,2021-01-27
C002105,M,41,Limpopo,Polokwane,2021-11-10
C002106,F,50,Gauteng,Midrand,2019-04-15
C002107,F,54,Free State,Bloemfontein,2019-03-11
C002108,F,37,KwaZulu-Natal,Durban,2021-01-09
C002109,F,18,Northern Cape,Kimberley,2019-02-10
C002110,F,54,Western Cape,Stellenbosch,2022-10-23
C002111,X,21,Gauteng,Pretoria,2022-11-01
C002112,F,37,Northern Cape,Kimberley,2024-02-15
C002113,M,30,Western Cape,Paarl,2020-08-26
C002114,F,28,Free State,Bloemfontein,2023-11-20
C002115,F,42,Eastern Cape,Gqeberha,2020-11-03
C002116,F,36,KwaZulu-Natal,Pietermaritzburg,2022-04-03
C002117,F,39,Free State,Bloemfontein,2023-11-03
C002118,M,23,Mpumalanga,Nelspruit,2021-02-17
C002119,M,31,Western Cape,Stellenbosch,2019-09-01
C002120,M,24,Limpopo,Polokwane,2023-11-21
C002121,F,31,Northern Cape,Kimberley,2020-09-13
C002122,M,32,KwaZulu-Natal,Durban,2020-04-19
C002123,F,55,Mpumalanga,Nelspruit,2023-02-09
C002124,M,30,Northern Cape,Kimberley,2022-03-16
C002125,M,16,Northern Cape,Kimberley,2019-03-08
C002126,F,50,Limpopo,Polokwane,2024-06-25
C002127,F,38,Northern Cape,Kimberley,2022-02-12
C002128,F,31,Mpumalanga,Nelspruit,2020-08-14
C002129,F,28,Free State,Bloemfontein,2019-07-07
C002130,M,22,Western Cape,Cape Town,2023-02-09
C002131,M,56,North West,Rustenburg,2023-07-27
C002132,X,34,KwaZulu-Natal,Pietermaritzburg,2023-06-28
C002133,F,16,Mpumalanga,Nelspruit,2022-10-21
C002134,M,37,Limpopo,Polokwane,2024-04-01
C002135,F,47,Eastern Cape,Gqeberha,2022-08-25
C002136,M,35,Mpumalanga,Nelspruit,2020-06-13
C002137,F,22,Limpopo,Polokwane,2020-04-29
C002138,F,21,Mpumalanga,Nelspruit,2021-04-22
C002139,M,22,Northern Cape,Kimberley,2023-05-07
C002140,F,51,KwaZulu-Natal,Durban,2019-02-18
C002141,F,32,Mpumalanga,Nelspruit,2020-10-22
C002142,M,16,Gauteng,Midrand,2021-08-05
C002143,F,38,Mpumalanga,Nelspruit,2022-06-04
C002144,M,35,Western Cape,Paarl,2019-11-19
C002145,M,28,Western Cape,Cape Town,2019-07-21
C002146,M,21,Western Cape,Stellenbosch,2024-06-16
C002147,M,20,North West,Rustenburg,2019-07-30
C002148,M,46,Eastern Cape,Gqeberha,2019-06-24
C002149,M,36,Eastern Cape,Gqeberha,2020-02-29
C002150,M,39,Eastern Cape,Gqeberha,2021-01-21
C002151,M,36,Limpopo,Polokwane,2020-04-18
C002152,F,37,Northern Cape,Kimberley,2023-11-19
C002153,F,27,Mpumalanga,Nelspruit,2019-10-04
C002154,M,31,Gauteng,Johannesburg,2019-11-01
C002155,F,47,Free State,Bloemfontein,2019-09-16
C002156,F,50,Gauteng,Midrand,2022-11-30
C002157,F,18,Western Cape,Cape Town,2024-04-09
C002158,M,31,Western Cape,Cape Town,2019-12-23
C002159,F,43,Mpumalanga,Nelspruit,2022-04-29
C002160,M,56,North West,Rustenburg,2021-03-26
C002161,M,54,KwaZulu-Natal,Pietermaritzburg,2022-09-24
C002162,M,23,Northern Cape,Kimberley,2022-11-24
C002163,F,48,KwaZulu-Natal,Durban,2020-09-22
C002164,M,34,KwaZulu-Natal,Pietermaritzburg,2022-08-17
C002165,M,46,Western Cape,Paarl,2019-05-02
C002166,F,42,Gauteng,Pretoria,2021-11-30
C002167,M,18,Limpopo,Polokwane,2024-10-21
C002168,F,40,Eastern Cape,Gqeberha,2024-05-22
C002169,X,45,Western Cape,Cape Town,2019-04-29
C002170,F,33,Limpopo,Polokwane,2019-05-06
C002171,M,30,Eastern Cape,East London,2023-12-07
C002172,M,16,Eastern Cape,Gqeberha,2020-04-03
C002173,F,41,Northern Cape,Kimberley,2022-12-27
C002174,M,36,Eastern Cape,East London,2022-04-04
C002175,F,22,Free State,Bloemfontein,2021-06-11
C002176,M,29,Mpumalanga,Nelspruit,2020-11-06
C002177,M,35,Northern Cape,Kimberley,2023-06-24
C002178,F,26,Mpumalanga,Nelspruit,2020-07-18
C002179,F,33,Free State,Bloemfontein,2023-08-02
C002180,M,16,KwaZulu-Natal,Durban,2020-05-24
C002181,F,49,Western Cape,Paarl,2024-04-07
C002182,M,33,Western Cape,Stellenbosch,2023-03-16
C002183,M,20,Mpumalanga,Nelspruit,2022-04-08
C002184,M,16,Mpumalanga,Nelspruit,2019-08-06
C002185,F,45,Eastern Cape,Gqeberha,2020-04-13
C002186,M,40,Northern Cape,Kimberley,2022-10-15
C002187,M,36,Northern Cape,Kimberley,2022-06-07
C002188,F,43,Limpopo,Polokwane,2019-08-14
C002189,F,43,KwaZulu-Natal,Durban,2019-08-06
C002190,F,35,Free State,Bloemfontein,2022-08-21
C002191,F,30,North West,Rustenburg,2021-04-03
C002192,M,28,Free State,Bloemfontein,2021-11-03
C002193,F,38,Free State,Bloemfontein,2022-08-29
C002194,M,50,Free State,Bloemfontein,2024-02-04
C002195,F,32,North West,Rustenburg,2020-07-05
C002196,F,51,Eastern Cape,East London,2023-02-28
C002197,F,37,Western Cape,Cape Town,2024-03-09
C002198,M,38,Free State,Bloemfontein,2024-06-24
C002199,M,62,Limpopo,Polokwane,2024-11-07
C002200,F,53,Northern Cape,Kimberley,2019-01-11
C002201,M,53,Western Cape,Cape Town,2019-06-16
C002202,F,23,Northern Cape,Kimberley,2024-03-17
C002203,F,59,North West,Rustenburg,2020-03-26
C002204,F,32,Mpumalanga,Nelspruit,2020-09-27
C002205,X,30,KwaZulu-Natal,Durban,2021-11-01
C002206,M,16,Western Cape,Cape Town,2022-12-07
C002207,M,37,Eastern Cape,East London,2019-03-25
C002208,F,20,Western Cape,Paarl,2022-11-21
C002209,F,38,Limpopo,Polokwane,2019-07-23
C002210,M,19,Mpumalanga,Nelspruit,2021-03-21
C002211,F,55,Free State,Bloemfontein,2024-05-26
C002212,M,40,Mpumalanga,Nelspruit,2019-10-03
C002213,M,60,North West,Rustenburg,2019-04-10
C002214,F,21,Northern Cape,Kimberley,2021-11-07
C002215,M,52,Mpumalanga,Nelspruit,2020-06-25
C002216,X,16,KwaZulu-Natal,Durban,2020-06-22
C002217,F,35,Western Cape,Cape Town,2021-07-16
C002218,M,25,Northern Cape,Kimberley,2020-01-09
C002219,M,28,Mpumalanga,Nelspruit,2019-02-14
C002220,F,27,North West,Rustenburg,2024-07-19
C002221,M,22,Eastern Cape,Gqeberha,2023-11-11
C002222,F,18,Western Cape,Stellenbosch,2021-06-20
C002223,M,28,Limpopo,Polokwane,2023-12-23
C002224,M,34,Limpopo,Polokwane,2024-12-21
C002225,M,47,Western Cape,Paarl,2021-05-14
C002226,M,37,Free State,Bloemfontein,2019-12-09
C002227,M,47,Eastern Cape,East London,2020-03-17
C002228,F,16,KwaZulu-Natal,Durban,2024-10-05
C002229,F,28,North West,Rustenburg,2024-05-08
C002230,F,42,Free State,Bloemfontein,2023-03-13
C002231,M,37,Northern Cape,Kimberley,2023-01-26
C002232,F,23,Gauteng,Johannesburg,2020-11-01
C002233,F,44,Northern Cape,Kimberley,2022-02-21
C002234,M,27,Limpopo,Polokwane,2021-03-17
C002235,F,24,Mpumalanga,Nelspruit,2021-05-09
C002236,F,39,KwaZulu-Natal,Durban,2023-05-12
C002237,F,33,Gauteng,Johannesburg,2022-03-27
C002238,F,27,KwaZulu-Natal,Durban,2021-07-27
C002239,M,26,Eastern Cape,Gqeberha,2020-06-30
C002240,F,20,Eastern Cape,East London,2022-12-05
C002241,F,28,Western Cape,Stellenbosch,2021-09-11
C002242,X,46,Gauteng,Pretoria,2019-04-20
C002243,M,36,Mpumalanga,Nelspruit,2023-02-11
C002244,M,45,Mpumalanga,Nelspruit,2021-01-03
C002245,M,39,Western Cape,Stellenbosch,2021-06-19
C002246,M,26,North West,Rustenburg,2024-12-05
C002247,F,16,Northern Cape,Kimberley,2023-02-09
C002248,M,22,Northern Cape,Kimberley,2019-05-28
C002249,M,25,Western Cape,Cape Town,2023-06-06
C002250,F,24,Eastern Cape,East London,2020-10-01
C002251,F,45,Gauteng,Johannesburg,2023-07-09
C002252,F,45,Gauteng,Pretoria,2021-02-04
C002253,M,60,North West,Rustenburg,2022-05-31
C002254,M,24,Northern Cape,Kimberley,2023-03-02
C002255,M,52,Western Cape,Paarl,2020-02-08
C002256,F,52,Free State,Bloemfontein,2019-10-25
C002257,F,30,Gauteng,Pretoria,2023-03-15
C002258,F,39,North West,Rustenburg,2019-06-07
C002259,M,48,Free State,Bloemfontein,2023-11-30
C002260,M,32,KwaZulu-Natal,Pietermaritzburg,2021-08-06
C002261,M,31,Northern Cape,Kimberley,2019-07-26
C002262,M,25,Western Cape,Cape Town,2023-07-31
C002263,M,16,KwaZulu-Natal,Pietermaritzburg,2024-05-16
C002264,X,34,Mpumalanga,Nelspruit,2019-05-28
C002265,F,24,Eastern Cape,Gqeberha,2024-08-23
C002266,F,20,Mpumalanga,Nelspruit,2021-06-26
C002267,F,38,KwaZulu-Natal,Durban,2023-01-03
C002268,F,16,Limpopo,Polokwane,2020-08-06
C002269,F,43,Limpopo,Polokwane,2019-09-01
C002270,F,39,Gauteng,Johannesburg,2024-12-01
C002271,M,28,KwaZulu-Natal,Durban,2022-12-02
C002272,F,32,KwaZulu-Natal,Pietermaritzburg,2020-07-12
C002273,M,19,Limpopo,Polokwane,2021-02-18
C002274,M,42,Eastern Cape,Gqeberha,2023-07-18
C002275,M,35,Free State,Bloemfontein,2020-10-26
C002276,M,36,Western Cape,Cape Town,2023-02-15
C002277,F,39,Northern Cape,Kimberley,2019-03-22
C002278,M,25,Mpumalanga,Nelspruit,2024-12-01
C002279,F,16,Mpumalanga,Nelspruit,2023-05-07
C002280,M,44,KwaZulu-Natal,Durban,2021-01-07
C002281,F,41,Mpumalanga,Nelspruit,2022-05-26
C002282,F,27,KwaZulu-Natal,Pietermaritzburg,2020-01-16
C002283,M,38,Free State,Bloemfontein,2021-09-14
C002284,M,48,KwaZulu-Natal,Pietermaritzburg,2021-02-12
C002285,F,47,KwaZulu-Natal,Durban,2021-05-01
C002286,M,26,Limpopo,Polokwane,2023-11-16
C002287,F,16,KwaZulu-Natal,Durban,2021-06-20
C002288,M,17,Mpumalanga,Nelspruit,2019-01-14
C002289,F,29,Free State,Bloemfontein,2021-09-19
C002290,F,51,Northern Cape,Kimberley,2019-04-24
C002291,F,24,Western Cape,Cape Town,2021-11-11
C002292,F,26,Northern Cape,Kimberley,2023-01-27
