txn_id,date,store_id,product_id,qty,unit_price,promo_applied,channel,payment_method,cust_id
T00006429,2025/12/08,S002,P00001,3,503.0,0,In-Store,Card,
T00006430,13-12-2025,S020,P00086,4,27.87,0,Online,EFT,
T00006431,2025-11-23,S015,P00037,2,606.85,0,In-Store,Card,C011917
T00006432,2025-11-25,S009,P00376,1,154.47,1,In-Store,Card,C006349
T00006433,08-09-2025,S020,P00343,1,1311.68,0,In-Store,Card,C010286
T00006434,14-08-2025,S009,P00101,3,1433.52,0,In-Store,Card,C011774
T00006435,2025-10-17,S008,P00160,2,82.53,0,Online,Card,C005215
T00006436,06-03-2025,S021,P00346,4,1251.51,0,In-Store,Card,
T00006437,06/02/2025,S015,P00363,3,180.43,0,In-Store,Cash,
T00006438,08-10-2025,S017,P00226,1,462.13,1,In-Store,Cash,C004876
T00006439,2025-03-22,S021,P00266,4,85.75,0,Online,Cash,C004566
T00006440,25-01-2025,S008,P00396,3,27.9,0,In-Store,EFT,C011245
T00006441,17-02-2025,S001,P00214,4,45.96,1,In-Store,Card,C000811
T00006442,2025-12-07,S017,P00119,3,157.25,0,Online,Cash,
T00006443,2025/09/23,S009,P00326,3,722.08,0,Click&Collect,Cash,C003635
T00006444,12/23/2025,S025,P00348,3,260.77,0,Online,Card,C008191
T00006445,16-11-2025,S008,P00293,1,280.78,0,In-Store,Card,C008500
T00006446,2025/12/23,S020,P00322,2,977.75,0,In-Store,EFT,C010242
T00006447,2025-10-18,S019,P00233,2,45.23,0,In-Store,Card,C007414
T00006448,2025/01/08,S018,P00239,1,468.09,0,In-Store,Card,C004284
T00006449,07-12-2025,S017,P00034,3,705.04,0,In-Store,Card,C011490
T00006450,2025/01/29,S002,P00053,1,1177.12,0,Click&Collect,Card,C006278
T00006451,2025/01/31,S021,P00321,4,56.2,0,In-Store,Card,
T00006452,10/20/2025,S007,P00381,1,66.38,0,Online,EFT,C002598
T00006453,2025-12-28,S014,P00333,1,15.69,0,In-Store,Cash,C001977
T00006454,2025/07/29,S007,P00284,4,456.62,0,In-Store,Card,C010816
T00006455,01/07/2025,S006,P00358,3,45.8,0,In-Store,Card,C005189
T00006456,09-10-2025,S010,P00213,1,334.8,0,Online,Card,C010907
T00006457,2025-08-11,S011,P00041,2,1155.49,0,Online,Card,C010635
T00006458,05/10/2025,S023,P00110,4,749.64,0,In-Store,Card,C002878
T00006459,2025/07/16,S010,P00389,2,105.42,0,In-Store,Card,C003050
T00006460,2025-11-11,S024,P00345,3,5.72,0,In-Store,EFT,C009081
T00006461,01-05-2025,S017,P00176,4,1061.3,0,In-Store,EFT,C006067
T00006462,2025-01-27,S016,P00036,4,101.92,0,In-Store,Cash,C002658
T00006463,2025-08-15,S024,P00088,3,1820.25,0,In-Store,Card,C010358
T00006464,2025-09-21,S025,P00313,3,502.08,0,Online,Card,C003345
T00006465,2025-05-13,S012,P00285,3,1233.35,0,In-Store,Card,C004948
T00006466,2025-10-28,S010,P00342,2,92.2,0,Online,Card,C007611
T00006467,29-06-2025,S016,P00310,1,1304.49,0,In-Store,Card,C000841
T00006468,2025/11/08,S006,P00312,2,139.83,1,In-Store,Cash,C005219
T00006469,06/17/2025,S005,P00001,1,476.78,0,Click&Collect,Card,C001015
T00006470,2025-04-24,S008,P00107,2,847.39,1,In-Store,Cash,
T00006471,18-09-2025,S015,P00131,3,82.18,1,In-Store,Card,
T00006472,2025/08/22,S025,P00253,4,30.32,0,In-Store,EFT,
T00006473,19-09-2025,S019,P00188,4,770.39,0,In-Store,Card,C003504
T00006474,08/22/2025,S008,P00059,1,1639.88,0,In-Store,EFT,C005659
T00006475,2025/03/12,S020,P00340,2,127.29,0,In-Store,Card,C007269
T00006476,2025-07-26,S013,P00147,2,168.83,1,In-Store,Card,C011004
T00006477,2025-03-07,S025,P00008,3,66.46,0,In-Store,EFT,C006544
T00006478,2025/01/22,S016,P00326,1,793.36,0,In-Store,Card,C011912
T00006479,21-06-2025,S025,P00301,4,789.18,0,In-Store,Card,C004081
T00006480,03/30/2025,S020,P00378,2,267.79,0,In-Store,Card,C010127
T00006481,2025/05/20,S013,P00373,1,1522.55,0,In-Store,Card,C006072
T00006482,06-05-2025,S020,P00159,3,681.94,0,In-Store,Card,
T00006483,21-08-2025,S022,P00377,3,1934.66,0,In-Store,Cash,C003820
T00006484,2025-01-29,S006,P00314,2,43.79,0,Online,Card,C009493
T00006485,2025-08-16,S019,P00091,4,2259.85,0,In-Store,Card,C002439
T00006486,2025/06/20,S025,P00275,1,623.33,0,In-Store,Card,
T00006487,15-09-2025,S014,P00247,4,1930.58,1,In-Store,EFT,
T00006488,2025-03-11,S012,P00109,1,34.95,0,In-Store,Cash,C001953
T00006489,31-10-2025,S001,P00191,4,1926.63,1,In-Store,Cash,C006301
T00006490,18-06-2025,S019,P00090,3,1587.51,0,In-Store,Card,
T00006491,09/28/2025,S025,P00247,3,1959.13,1,In-Store,Card,C001974
T00006492,2025-04-28,S016,P00195,3,911.02,0,In-Store,Cash,C005284
T00006493,2025-04-15,S025,P00219,3,1337.22,1,In-Store,Card,C005156
T00006494,2025/03/19,S004,P00263,1,803.29,0,In-Store,EFT,C006056
T00006495,2025/11/22,S013,P00362,4,52.06,1,In-Store,Card,C009310
T00006496,2025/10/28,S020,P00168,3,1243.7,0,In-Store,Card,C010821
T00006497,2025-08-05,S009,P00294,2,613.2,1,In-Store,EFT,C002533
T00006498,2025/09/11,S021,P00199,2,1606.57,0,Online,Cash,C007371
T00006499,05/25/2025,S003,P00219,4,926.09,1,In-Store,Wallet,
T00006500,2025/06/05,S022,P00086,4,28.21,0,In-Store,Cash,C007542
T00006501,12/02/2025,S002,P00399,3,445.68,0,In-Store,Cash,C000164
T00006502,07/04/2025,S003,P00221,1,1095.31,0,In-Store,Card,C004836
T00006503,2025/12/20,S021,P00376,2,225.17,1,In-Store,Card,
T00006504,2025/05/08,S025,P00264,4,182.33,0,Online,Card,C003259
T00006505,25-02-2025,S011,P00060,2,104.5,0,In-Store,Cash,
T00006506,2025-05-08,S006,P00257,2,221.02,0,Online,Wallet,C008264
T00006507,2025/02/10,S015,P00255,4,113.56,0,Click&Collect,Card,C008568
T00006508,2025/05/29,S008,P00323,4,42.28,0,Click&Collect,Card,C009838
T00006509,2025-05-28,S008,P00375,3,419.33,0,In-Store,Card,C003386
T00006510,04/28/2025,S001,P00015,1,638.64,1,In-Store,Cash,C005126
T00006511,09/30/2025,S016,P00339,4,27.26,0,In-Store,Card,C002032
T00006512,2025-05-23,S004,P00241,4,379.84,1,In-Store,Cash,C010750
T00006513,11/29/2025,S019,P00358,4,49.6,0,Online,Cash,C000660
T00006514,19-06-2025,S006,P00159,1,612.38,0,In-Store,Cash,C010623
T00006515,04/12/2025,S023,P00247,3,2375.96,0,In-Store,Cash,C005639
T00006516,2025-10-02,S018,P00071,3,361.77,0,Online,Cash,C001151
T00006517,05-03-2025,S013,P00032,1,267.05,0,In-Store,Card,C006766
T00006518,12/13/2025,S011,P00019,1,18.06,0,Online,Card,C003012
T00006519,21-06-2025,S008,P00007,4,180.3,0,Online,Cash,C007934
T00006520,2025-08-15,S002,P00186,1,333.54,0,In-Store,Card,C004657
T00006521,10/22/2025,S002,P00121,4,547.16,1,In-Store,Card,C010101
T00006522,07/28/2025,S015,P00122,4,26.68,0,In-Store,Card,C004259
T00006523,2025/01/26,S022,P00247,2,2084.18,0,In-Store,Cash,C006255
T00006524,12/29/2025,S018,P00363,2,172.35,0,In-Store,Card,C002257
T00006525,2025/08/06,S022,P00371,2,1642.43,0,In-Store,Card,C005850
T00006526,02-06-2025,S019,P00235,3,320.19,0,In-Store,Wallet,C005021
T00006527,2025/08/28,S009,P00158,1,1035.43,0,In-Store,Card,C003890
T00006528,23-03-2025,S024,P00167,1,550.02,0,In-Store,Card,
T00006529,22-04-2025,S006,P00251,4,333.37,0,Online,Card,C005447
T00006530,2025/05/27,S007,P00364,2,187.4,1,In-Store,Card,C001138
T00006531,22-07-2025,S017,P00214,4,46.07,0,In-Store,Card,C009228
T00006532,2025/10/16,S001,P00161,1,140.93,0,In-Store,Card,
T00006533,16-09-2025,S019,P00095,1,112.93,1,In-Store,Card,C006755
T00006534,2025/02/11,S008,P00038,2,176.23,0,In-Store,Card,C009966
T00006535,21-10-2025,S019,P00126,4,378.46,0,In-Store,Card,C006506
T00006536,2025/04/03,S019,P00320,1,661.38,0,In-Store,Cash,C005362
T00006537,05/14/2025,S002,P00150,3,75.68,0,In-Store,Card,C007601
T00006538,2025/09/24,S009,P00337,2,32.52,0,In-Store,Card,C003961
T00006539,2025-04-30,S025,P00306,1,1662.98,0,In-Store,EFT,C009607
T00006540,09/02/2025,S024,P00315,2,477.19,0,Online,EFT,C008357
T00006541,2025/12/06,S014,P00268,3,134.69,0,In-Store,Card,C006052
T00006542,2025/03/30,S011,P00011,4,0.0,0,Online,Card,C002350
T00006543,27-12-2025,S016,P00190,4,190.6,0,In-Store,Cash,C005193
T00006544,05/30/2025,S019,P00288,1,19.61,0,In-Store,Card,C010086
T00006545,2025/04/08,S002,P00397,3,635.24,1,In-Store,Cash,C006744
T00006546,2025/12/21,S008,P00304,1,85.62,0,Online,EFT,C011926
T00006547,07/09/2025,S001,P00120,1,67.2,0,Online,Card,C007362
T00006548,03/19/2025,S013,P00230,3,631.58,0,In-Store,Card,C009451
T00006549,05/23/2025,S004,P00294,4,762.85,0,Click&Collect,Card,C001495
T00006550,2025-01-27,S023,P00339,1,31.26,0,Online,Card,C006336
T00006551,06/08/2025,S010,P00045,2,829.31,0,In-Store,Card,C004786
T00006552,08/14/2025,S023,P00371,4,1254.22,1,In-Store,Card,C007712
T00006553,17-04-2025,S024,P00181,4,305.96,0,In-Store,Card,C007281
T00006554,09/01/2025,S007,P00360,1,579.94,0,In-Store,Cash,
T00006555,2025-10-03,S019,P00312,2,139.05,0,In-Store,Card,C009071
T00006556,2025/05/14,S002,P00210,2,507.88,0,Online,Card,C007915
T00006557,2025-07-16,S025,P00192,3,110.64,0,In-Store,Card,C001523
T00006558,2025/05/30,S019,P00111,4,2125.57,1,In-Store,Cash,C009351
T00006559,06/25/2025,S017,P00235,3,282.62,1,Online,EFT,C004725
T00006560,21-03-2025,S015,P00118,4,285.98,0,In-Store,Cash,C009965
T00006561,08-08-2025,S003,P00192,1,100.06,0,Click&Collect,Card,C010033
T00006562,12/18/2025,S007,P00095,4,124.69,0,In-Store,Card,
T00006563,2025-10-07,S018,P00091,4,1912.98,0,In-Store,Card,
T00006564,2025/12/21,S006,P00364,3,229.29,0,In-Store,Card,
T00006565,2025/10/21,S017,P00349,3,163.52,0,In-Store,Wallet,C007660
T00006566,08/02/2025,S021,P00230,1,620.87,0,In-Store,Card,C003725
T00006567,18-12-2025,S023,P00266,4,92.87,0,In-Store,Card,C011618
T00006568,14-09-2025,S002,P00001,2,498.75,0,In-Store,EFT,C009833
T00006569,07/22/2025,S014,P00298,1,18.77,1,In-Store,Card,C011641
T00006570,10-09-2025,S004,P00385,3,232.83,0,Click&Collect,Card,
T00006571,2025-10-19,S007,P00380,1,2413.08,0,In-Store,Card,C002976
T00006572,30-08-2025,S023,P00021,3,43.94,0,In-Store,Card,
T00006573,2025/07/18,S019,P00277,2,1614.53,0,In-Store,Card,C010689
T00006574,28-12-2025,S017,P00191,3,1642.72,1,In-Store,Cash,C007257
T00006575,2025-07-14,S019,P00026,4,98.23,0,In-Store,Wallet,C005669
T00006576,2025-08-07,S003,P00316,3,74.53,0,In-Store,Cash,C008466
T00006577,09-10-2025,S013,P00252,4,96.0,1,In-Store,Card,
T00006578,09-11-2025,S006,P00105,3,65.92,0,In-Store,EFT,
T00006579,11/16/2025,S003,P00203,4,14.33,0,In-Store,Card,C000932
T00006580,2025/02/15,S023,P00141,2,59.52,0,Online,Card,C010229
T00006581,2025/08/19,S011,P00089,4,11.4,0,In-Store,Card,C007154
T00006582,01-06-2025,S006,P00172,2,1141.28,0,In-Store,Card,C003519
T00006583,2025-10-14,S021,P00238,3,1890.01,0,In-Store,Card,C003460
T00006584,2025-12-14,S018,P00021,4,41.87,0,In-Store,Card,C007198
T00006585,2025-02-14,S008,P00270,3,941.75,0,Online,Card,C000905
T00006586,2025-03-17,S021,P00197,1,148.14,0,In-Store,Cash,C001494
T00006587,07-09-2025,S019,P00224,2,152.77,0,In-Store,Card,C010187
T00006588,2025-10-05,S007,P00058,1,754.05,0,In-Store,Card,
T00006589,2025/12/02,S007,P00062,4,973.96,0,Online,Card,C000326
T00006590,05/10/2025,S005,P00216,3,652.85,0,In-Store,Cash,C002777
T00006591,2025-10-19,S009,P00255,2,133.42,0,In-Store,Card,C008266
T00006592,15-11-2025,S008,P00254,4,1215.74,0,Online,Cash,
T00006593,2025/12/27,S009,P00010,2,1589.14,0,Online,Card,C000356
T00006594,2025/05/04,S006,P00190,3,168.42,0,In-Store,EFT,C000075
T00006595,2025-01-19,S004,P00064,1,178.33,0,Click&Collect,EFT,C003346
T00006596,31-10-2025,S018,P00220,3,252.12,0,Online,Card,C008541
T00006597,2025/07/31,S009,P00320,1,686.49,0,In-Store,Card,C011345
T00006598,01-01-2025,S003,P00384,4,1677.24,0,In-Store,Card,C007836
T00006599,09/05/2025,S019,P00196,1,209.23,0,In-Store,Cash,
T00006600,2025-12-11,S006,P00199,1,1047.65,1,In-Store,Cash,C001622
T00006601,2025-04-19,S011,P00237,1,1405.59,0,In-Store,EFT,C003587
T00006602,2025-01-28,S022,P00022,1,129.93,0,In-Store,Card,C002820
T00006603,03/21/2025,S008,P00136,3,77.02,1,In-Store,Cash,C004682
T00006604,2025-03-15,S005,P00126,2,382.31,0,Online,EFT,C006089
T00006605,07/07/2025,S018,P00227,2,124.33,0,In-Store,Cash,
T00006606,24-12-2025,S002,P00063,4,274.13,1,In-Store,Card,C011491
T00006607,2025-05-11,S013,P00016,2,396.69,0,In-Store,Card,C002099
T00006608,2025/10/27,S021,P00137,4,1775.69,0,In-Store,Card,C008843
T00006609,05/29/2025,S011,P00010,2,1360.71,0,In-Store,Card,
T00006610,29-08-2025,S004,P00282,4,362.12,0,Online,Card,C000773
T00006611,2025-01-27,S020,P00362,2,71.43,0,In-Store,Cash,C008552
T00006612,2025-12-24,S019,P00275,3,637.5,0,In-Store,Card,C011219
T00006613,12/18/2025,S010,P00115,1,358.62,0,In-Store,Card,C001273
T00006614,20-03-2025,S004,P00283,2,663.69,0,In-Store,Card,
T00006615,2025-12-02,S014,P00322,1,793.11,1,Online,Card,C004196
T00006616,2025/12/06,S020,P00358,3,53.13,0,In-Store,Card,C001448
T00006617,03/12/2025,S001,P00207,4,318.77,0,In-Store,EFT,C004749
T00006618,2025-10-21,S013,P00162,3,942.77,1,Click&Collect,Cash,C008638
T00006619,12-01-2025,S009,P00031,2,925.68,1,In-Store,Wallet,C002596
T00006620,08/15/2025,S010,P00184,1,2483.78,0,In-Store,Cash,C010593
T00006621,2025/12/25,S006,P00026,2,125.79,0,Online,Card,C008313
T00006622,14-02-2025,S017,P00153,2,242.02,0,In-Store,Card,
T00006623,2025/04/01,S023,P00025,4,252.2,0,In-Store,Card,C003191
T00006624,2025/10/22,S003,P00151,3,1127.24,0,In-Store,Card,C002230
T00006625,2025/02/16,S001,P00201,2,432.4,0,Online,Wallet,C007475
T00006626,2025-11-03,S010,P00136,2,106.59,0,In-Store,Card,C004255
T00006627,2025-08-10,S018,P00134,4,308.07,0,Online,Card,C005497
T00006628,2025/05/07,S002,P00296,4,9.97,0,In-Store,Card,C009880
T00006629,2025/10/14,S019,P00392,1,94.36,0,In-Store,Card,C003786
T00006630,2025-08-24,S019,P00105,2,60.17,0,In-Store,Cash,
T00006631,06-07-2025,S009,P00044,1,349.49,0,In-Store,Card,C007143
T00006632,2025/03/13,S009,P00015,4,810.77,0,In-Store,Card,C002479
T00006633,2025/08/29,S007,P00159,4,679.79,1,In-Store,Cash,C009922
T00006634,2025-11-30,S018,P00199,2,1398.23,0,In-Store,Cash,C005945
T00006635,19-10-2025,S005,P00006,3,166.45,1,In-Store,Card,C010810
T00006636,2025-02-12,S009,P00200,1,169.43,0,In-Store,Cash,C002383
T00006637,15-04-2025,S007,P00246,1,633.95,0,In-Store,Card,C009186
T00006638,2025-01-28,S010,P00186,3,349.95,0,In-Store,Wallet,C006617
T00006639,2025/08/12,S023,P00038,2,177.55,0,In-Store,Card,C002271
T00006640,2025/02/05,S001,P00182,1,1579.63,0,In-Store,Card,C000661
T00006641,2025-05-30,S002,P00273,4,149.9,1,In-Store,Cash,C001754
T00006642,2025-09-15,S011,P00197,2,164.86,0,In-Store,Cash,C009373
T00006643,2025/07/04,S012,P00288,4,18.35,0,In-Store,Card,
T00006644,12/10/2025,S025,P00380,4,2349.37,0,In-Store,EFT,C007911
T00006645,2025-11-30,S007,P00395,2,2369.37,0,In-Store,Card,C000594
T00006646,2025-02-02,S014,P00100,1,492.07,0,Click&Collect,EFT,C002507
T00006647,11/28/2025,S018,P00089,2,11.45,0,In-Store,Card,
T00006648,2025/05/04,S018,P00073,2,1409.05,0,In-Store,Cash,C007648
T00006649,11/02/2025,S009,P00263,4,735.17,0,In-Store,EFT,
T00006650,2025/09/27,S022,P00239,4,514.46,0,In-Store,Card,C002844
T00006651,2025-10-16,S009,P00123,1,41.46,0,In-Store,Card,C001476
T00006652,30-12-2025,S011,P00064,1,176.92,0,Online,Card,C000374
T00006653,08/21/2025,S002,P00122,3,23.93,0,In-Store,Cash,C008346
T00006654,2025/02/23,S025,P00062,1,891.76,0,In-Store,Card,
T00006655,2025/11/11,S023,P00343,3,844.97,1,In-Store,EFT,
T00006656,16-08-2025,S007,P00194,1,86.68,0,In-Store,EFT,C008291
T00006657,2025-10-08,S014,P00357,1,453.07,0,In-Store,Card,C011883
T00006658,2025/05/29,S021,P00357,2,384.0,0,In-Store,Card,
T00006659,11-10-2025,S002,P00108,2,176.53,0,Online,Card,
T00006660,2025-06-16,S017,P00046,3,722.19,0,Online,Card,C003998
T00006661,01-06-2025,S019,P00240,4,67.37,1,Online,Card,C000809
T00006662,2025-07-24,S017,P00055,4,91.93,1,In-Store,Card,C002341
T00006663,2025-02-19,S020,P00297,4,39.84,0,Online,EFT,C008174
T00006664,11/25/2025,S006,P00272,1,462.95,0,In-Store,Card,C004295
T00006665,02/23/2025,S012,P00136,2,0.0,0,In-Store,Card,C000271
T00006666,2025-07-05,S016,P00203,2,16.25,0,Online,EFT,
T00006667,2025-08-28,S025,P00062,4,980.7,0,Online,EFT,
T00006668,07-08-2025,S002,P00093,4,38.99,0,Online,EFT,
T00006669,2025-11-14,S006,P00327,2,988.43,0,In-Store,Cash,
T00006670,2025/07/10,S009,P00145,4,349.53,1,In-Store,Cash,C004822
T00006671,04/28/2025,S022,P00210,1,404.03,0,In-Store,Card,C002779
T00006672,2025/01/23,S020,P00326,1,751.86,0,Online,EFT,
T00006673,07-11-2025,S022,P00112,2,1516.7,0,In-Store,Cash,C002029
T00006674,2025-06-12,S017,P00197,4,172.77,0,Online,Card,C003641
T00006675,25-01-2025,S014,P00012,1,368.87,0,In-Store,Card,C008300
T00006676,03/28/2025,S011,P00045,2,775.46,0,Online,Card,C003570
T00006677,2025/10/19,S014,P00344,2,694.79,0,Click&Collect,Card,C006060
T00006678,2025-10-13,S003,P00325,3,153.3,0,In-Store,EFT,
T00006679,23-05-2025,S003,P00178,4,88.32,0,In-Store,Card,
T00006680,07/14/2025,S002,P00167,3,530.51,0,In-Store,Card,C006841
T00006681,01/07/2025,S004,P00222,4,179.67,0,Online,Cash,
T00006682,28-04-2025,S009,P00207,4,380.38,0,In-Store,EFT,C004340
T00006683,2025/10/28,S011,P00054,3,536.31,0,Online,Card,
T00006684,2025-01-30,S025,P00068,3,1435.36,0,In-Store,Card,
T00006685,16-11-2025,S023,P00034,2,719.38,0,In-Store,Card,C011678
T00006686,08/17/2025,S020,P00239,1,448.97,0,In-Store,Card,C007792
T00006687,19-05-2025,S006,P00143,1,76.46,0,In-Store,Cash,
T00006688,10/28/2025,S014,P00240,3,88.92,0,In-Store,Card,C011634
T00006689,10/12/2025,S012,P00092,3,855.04,0,Online,Card,C009949
T00006690,06-06-2025,S016,P00146,3,776.06,0,In-Store,Wallet,C001990
T00006691,10/05/2025,S002,P00014,1,337.21,0,In-Store,Card,C002210
T00006692,08/14/2025,S002,P00161,3,138.43,0,In-Store,Cash,C011484
T00006693,05-11-2025,S008,P00071,3,310.53,1,In-Store,Card,C010063
T00006694,2025/04/12,S003,P00381,1,68.81,0,Online,Cash,C011898
T00006695,2025-05-16,S010,P00262,4,742.74,0,Online,Cash,C003703
T00006696,2025-08-21,S010,P00216,4,642.6,0,In-Store,Card,C008746
T00006697,24-06-2025,S025,P00101,4,1347.11,1,In-Store,Card,C011171
T00006698,2025/07/19,S017,P00121,1,707.87,0,Click&Collect,Card,
T00006699,2025-04-01,S005,P00387,2,473.08,0,In-Store,Card,
T00006700,08-01-2025,S015,P00080,2,152.86,0,In-Store,Cash,
T00006701,2025-10-18,S003,P00361,1,355.24,1,In-Store,Card,C003051
T00006702,2025/02/27,S025,P00354,3,110.5,0,In-Store,Card,C002204
T00006703,05/19/2025,S002,P00139,4,888.76,1,In-Store,Card,C008156
T00006704,2025-05-05,S006,P00074,1,1234.85,0,In-Store,Card,C009725
T00006705,2025/08/09,S014,P00317,3,881.75,0,In-Store,Card,C003730
T00006706,2025/04/14,S018,P00359,2,2004.88,0,Online,Cash,C011389
T00006707,2025/09/15,S013,P00072,3,1392.16,0,In-Store,Card,C009855
T00006708,2025/08/23,S024,P00368,1,29.42,0,In-Store,Cash,C005169
T00006709,2025/02/06,S005,P00187,4,1843.13,0,Click&Collect,Cash,C011623
T00006710,16-09-2025,S025,P00305,1,13.77,0,Online,Card,C000157
T00006711,01-10-2025,S007,P00172,1,1295.32,0,In-Store,Card,
T00006712,2025-01-20,S019,P00281,2,140.54,0,In-Store,Card,C008460
T00006713,2025/04/29,S008,P00350,4,108.99,0,Click&Collect,Cash,
T00006714,12/04/2025,S018,P00084,4,61.3,0,In-Store,EFT,C007796
T00006715,01/16/2025,S001,P00163,4,323.77,1,In-Store,Card,
T00006716,2025/07/03,S018,P00219,3,1415.49,0,In-Store,Cash,C008928
T00006717,05/07/2025,S021,P00066,1,813.96,1,In-Store,Card,C005639
T00006718,10/12/2025,S009,P00051,2,183.1,0,In-Store,Cash,C000213
T00006719,12/13/2025,S020,P00280,4,93.13,0,In-Store,Cash,C008589
T00006720,2025/03/27,S014,P00329,2,207.04,0,In-Store,Cash,C008258
T00006721,06/24/2025,S009,P00257,4,214.25,0,In-Store,Cash,
T00006722,01/24/2025,S015,P00233,2,37.47,1,In-Store,Card,C007141
T00006723,2025/12/01,S015,P00129,1,492.11,0,In-Store,Card,C006801
T00006724,04/15/2025,S009,P00351,1,675.29,0,In-Store,Card,
T00006725,17-07-2025,S009,P00297,3,40.36,0,In-Store,Card,C003811
T00006726,10/15/2025,S012,P00196,4,241.73,0,In-Store,Card,C011355
T00006727,2025/03/10,S001,P00257,2,229.54,0,In-Store,EFT,
T00006728,01/05/2025,S015,P00316,2,82.48,0,In-Store,Card,C003859
T00006729,2025-12-24,S015,P00062,4,1000.21,0,In-Store,Card,
T00006730,17-11-2025,S014,P00227,2,140.57,0,Click&Collect,Card,
T00006731,05/02/2025,S019,P00081,4,156.93,0,Online,Card,C003345
T00006732,05-11-2025,S013,P00145,3,373.3,0,In-Store,Card,C001726
T00006733,2025-10-13,S009,P00265,4,125.47,0,Online,Cash,C004576
T00006734,24-10-2025,S021,P00322,1,1023.16,0,In-Store,Cash,C011781
T00006735,07-01-2025,S007,P00241,3,371.91,1,In-Store,Card,C002208
T00006736,2025-10-10,S001,P00366,1,268.16,1,Online,Card,C001882
T00006737,25-07-2025,S007,P00014,3,337.75,0,In-Store,Cash,C001147
T00006738,2025-12-05,S018,P00086,1,29.52,0,In-Store,Card,C004243
T00006739,04/06/2025,S009,P00103,4,201.42,0,In-Store,Cash,C002034
T00006740,12/26/2025,S005,P00292,2,636.27,1,In-Store,Card,
T00006741,2025/08/28,S012,P00038,1,186.49,0,In-Store,Cash,C007495
T00006742,20-06-2025,S005,P00081,4,163.94,0,Online,Card,
T00006743,07-05-2025,S019,P00390,1,405.92,0,In-Store,Card,C009076
T00006744,2025/09/25,S003,P00159,2,452.75,1,In-Store,Cash,C000714
T00006745,03/02/2025,S005,P00194,2,99.33,1,In-Store,Card,
T00006746,2025-06-10,S020,P00369,1,1487.3,1,In-Store,Card,C006108
T00006747,09/17/2025,S018,P00203,4,14.94,0,In-Store,EFT,C000154
T00006748,2025-11-17,S007,P00088,3,1740.75,0,Online,Cash,C009150
T00006749,10-02-2025,S025,P00059,2,1648.35,0,In-Store,Wallet,
T00006750,2025-07-06,S002,P00125,1,54.73,0,In-Store,Card,
T00006751,2025/02/13,S005,P00188,2,670.83,0,In-Store,Card,C001391
T00006752,2025/11/21,S006,P00248,2,458.32,0,In-Store,Wallet,
T00006753,07-06-2025,S013,P00386,4,1409.73,0,In-Store,Card,C009114
T00006754,2025-12-28,S013,P00179,1,1030.57,0,In-Store,EFT,C003726
T00006755,2025/07/04,S010,P00346,1,1387.36,0,In-Store,Card,
T00006756,2025/02/02,S006,P00005,1,9.9,0,Click&Collect,Card,C008471
T00006757,02/21/2025,S016,P00193,1,1431.03,0,In-Store,Wallet,
T00006758,03/12/2025,S011,P00156,2,1273.14,0,In-Store,EFT,C004609
T00006759,2025-04-07,S023,P00353,4,85.99,0,In-Store,EFT,C008283
T00006760,04-05-2025,S002,P00379,1,77.73,0,Online,Card,
T00006761,2025/05/25,S023,P00169,1,443.98,0,In-Store,Card,C000713
T00006762,2025-04-02,S021,P00380,3,2386.74,0,In-Store,Cash,C000777
T00006763,2025/07/16,S012,P00245,3,100.38,0,In-Store,Card,C008150
T00006764,22-06-2025,S018,P00173,3,1931.84,0,Online,Card,C008336
T00006765,2025-05-03,S019,P00153,1,314.15,0,In-Store,Card,C005092
T00006766,2025/09/24,S023,P00005,4,11.65,0,In-Store,Cash,C003820
T00006767,02/08/2025,S013,P00273,1,194.68,0,Online,Card,C010322
T00006768,2025/05/20,S003,P00150,4,63.19,0,In-Store,Card,C005227
T00006769,01-07-2025,S020,P00281,2,151.77,0,In-Store,Card,C004825
T00006770,05/16/2025,S004,P00154,3,730.62,1,In-Store,Card,
T00006771,11-07-2025,S023,P00042,3,943.95,0,Online,Wallet,C002822
T00006772,12/10/2025,S021,P00361,1,326.64,0,Online,Wallet,C003349
T00006773,27-03-2025,S018,P00360,3,589.54,0,Online,Card,C011949
T00006774,06/25/2025,S009,P00128,4,86.29,0,In-Store,Card,C004170
T00006775,2025-12-21,S002,P00101,2,1424.58,0,In-Store,Card,C004412
T00006776,2025-06-14,S011,P00239,4,544.18,0,In-Store,Card,C006751
T00006777,2025-04-24,S007,P00305,2,13.64,0,In-Store,Cash,C007542
T00006778,09-04-2025,S025,P00195,4,615.1,0,In-Store,Card,C010322
T00006779,17-01-2025,S020,P00377,4,2112.89,0,Online,Card,C001670
T00006780,2025-04-05,S005,P00204,2,282.7,1,In-Store,Card,C003464
T00006781,01/24/2025,S001,P00118,1,169.87,1,In-Store,EFT,C008877
T00006782,2025-12-23,S024,P00282,1,375.03,0,In-Store,EFT,
T00006783,27-01-2025,S013,P00391,1,83.28,1,In-Store,Card,C010690
T00006784,2025/01/04,S019,P00268,1,107.52,0,In-Store,Card,C002207
T00006785,2025/01/15,S016,P00310,2,1254.48,0,In-Store,Card,C007306
T00006786,02-08-2025,S008,P00398,4,50.02,0,In-Store,Cash,C004133
T00006787,2025/02/28,S021,P00294,4,774.43,0,In-Store,Cash,C005193
T00006788,2025-08-05,S006,P00344,1,727.0,0,In-Store,Card,C004954
