txn_id,date,store_id,product_id,qty,unit_price,promo_applied,channel,payment_method,cust_id,gender,age,cust_region,cust_city,revenue
T00015298,2025-03-13,S025,P00093,1,41.64,0,In-Store,Cash,C011026,F,27.0,Free State,Bloemfontein,41.64
T00015299,2025-01-11,S005,P00311,3,105.04,0,In-Store,Wallet,,,,,,315.12
T00015305,2025-10-09,S010,P00213,4,289.93,1,In-Store,Card,,,,,,1159.72
T00015306,2025-05-17,S007,P00261,2,484.29,1,Click&Collect,Card,C009403,F,47.0,Eastern Cape,East London,968.58
T00015308,2025-03-10,S022,P00079,2,1421.22,0,In-Store,Cash,C000962,F,16.0,Mpumalanga,Nelspruit,2842.44
T00015312,2025-05-08,S017,P00380,3,2464.52,0,In-Store,Cash,C008010,M,36.0,Mpumalanga,Nelspruit,7393.56
T00015314,2025-06-28,S001,P00359,4,2107.9,0,In-Store,Card,C007752,F,37.0,Limpopo,Polokwane,8431.6
T00015317,2025-01-12,S001,P00091,1,2354.04,0,In-Store,EFT,C009136,F,21.0,Mpumalanga,Nelspruit,2354.04
T00015327,2025-05-11,S010,P00340,4,134.67,0,In-Store,Wallet,,,,,,538.68
T00015330,2025-06-23,S017,P00361,4,359.79,0,Online,Card,C004208,F,50.0,Gauteng,Johannesburg,1439.16
T00015331,2025-02-22,S010,P00115,4,388.55,0,In-Store,EFT,C007978,M,21.0,Gauteng,Pretoria,1554.2
T00015340,2025-04-29,S005,P00247,2,2233.51,0,In-Store,Card,C006255,M,37.0,Free State,Bloemfontein,4467.02
T00015342,2025-05-02,S018,P00298,2,21.02,0,In-Store,Cash,C002638,F,22.0,KwaZulu-Natal,Durban,42.04
T00015343,2025-05-07,S001,P00051,2,228.49,0,In-Store,Card,C009258,M,52.0,Limpopo,Polokwane,456.98
T00015345,2025-04-02,S005,P00060,2,100.97,0,Click&Collect,Card,,,,,,201.94
T00015346,2025-08-25,S004,P00145,2,300.73,1,In-Store,EFT,C005177,M,52.0,Northern Cape,Kimberley,601.46
T00015350,2025-11-16,S024,P00020,1,906.96,0,In-Store,Cash,C000046,M,44.0,Gauteng,Johannesburg,906.96
T00015352,2025-02-25,S016,P00214,3,48.69,0,In-Store,Cash,C010202,F,32.0,Western Cape,Paarl,146.07
T00015354,2025-09-19,S001,P00107,3,1052.04,0,In-Store,Card,C006414,M,34.0,Gauteng,Midrand,3156.12
T00015355,2025-05-25,S025,P00027,3,523.86,0,In-Store,Card,C000542,M,50.0,Western Cape,Cape Town,1571.58
T00015356,2025-11-04,S004,P00217,2,56.06,0,In-Store,Card,C008826,M,29.0,North West,Rustenburg,112.12
T00015364,2025-04-09,S002,P00343,1,1295.91,0,In-Store,Card,C002376,F,44.0,Gauteng,Midrand,1295.91
T00015373,2025-11-05,S011,P00324,3,81.92,0,Click&Collect,Card,C010510,F,46.0,Gauteng,Johannesburg,245.76
T00015384,2025-03-30,S024,P00100,3,513.32,0,In-Store,Card,C000584,M,16.0,Gauteng,Pretoria,1539.96
T00015386,2025-11-21,S022,P00078,1,437.07,0,In-Store,Card,C011913,F,26.0,North West,Rustenburg,437.07
T00015387,2025-12-25,S015,P00367,3,11.06,0,In-Store,Card,C001728,F,48.0,KwaZulu-Natal,Durban,33.18
T00015389,2025-11-15,S009,P00192,2,79.4,1,In-Store,Card,C009903,M,32.0,Mpumalanga,Nelspruit,158.8
T00015394,2025-07-27,S024,P00245,3,100.36,0,In-Store,Card,C005203,F,39.0,KwaZulu-Natal,Pietermaritzburg,301.08
T00015395,2025-10-12,S010,P00337,3,23.05,1,Online,EFT,C005981,F,16.0,Eastern Cape,Gqeberha,69.15
T00015397,2025-01-29,S010,P00136,4,106.68,1,Click&Collect,Card,C002207,M,37.0,Eastern Cape,East London,426.72
T00015399,2025-08-08,S001,P00237,4,1498.6,0,Online,Card,C011971,M,49.0,Limpopo,Polokwane,5994.4
T00015405,2025-07-13,S007,P00163,3,471.21,0,In-Store,Card,C011264,F,37.0,Mpumalanga,Nelspruit,1413.63
T00015407,2025-10-20,S024,P00181,1,266.82,1,In-Store,Card,C009502,M,40.0,North West,Rustenburg,266.82
T00015408,2025-11-15,S010,P00023,2,1108.9,0,In-Store,EFT,C000610,X,30.0,North West,Rustenburg,2217.8
T00015413,2025-09-04,S001,P00222,2,181.62,0,Online,Card,C008850,F,19.0,North West,Rustenburg,363.24
T00015419,2025-12-27,S021,P00285,2,1121.83,0,Click&Collect,Card,,,,,,2243.66
T00015433,2025-07-04,S018,P00331,3,152.16,0,In-Store,Cash,,,,,,456.48
T00015436,2025-01-08,S002,P00045,3,968.38,0,In-Store,Card,,,,,,2905.14
T00015447,2025-09-08,S001,P00146,3,708.43,0,In-Store,EFT,C009547,M,21.0,Free State,Bloemfontein,2125.29
T00015450,2025-01-27,S021,P00186,1,357.64,0,In-Store,Card,C006736,M,17.0,Free State,Bloemfontein,357.64
T00015465,2025-09-16,S021,P00222,3,167.25,0,Click&Collect,Cash,C002944,M,34.0,Free State,Bloemfontein,501.75
T00015467,2025-11-15,S006,P00393,2,50.29,0,Online,Card,C009008,F,38.0,Western Cape,Paarl,100.58
T00015468,2025-08-26,S004,P00150,2,47.83,1,In-Store,Card,,,,,,95.66
T00015469,2025-03-19,S017,P00138,1,94.57,0,Online,Cash,C000082,M,32.0,Eastern Cape,Gqeberha,94.57
T00015471,2025-06-13,S020,P00160,1,96.35,0,Online,Cash,C005696,X,37.0,Free State,Bloemfontein,96.35
T00015473,2025-12-17,S010,P00183,4,486.59,0,Online,Cash,C006937,M,23.0,Gauteng,Midrand,1946.36
T00015476,2025-05-28,S007,P00388,3,426.62,0,In-Store,Card,C001352,X,46.0,North West,Rustenburg,1279.86
T00015477,2025-01-01,S009,P00117,1,646.4,0,Online,Cash,C006945,M,16.0,Mpumalanga,Nelspruit,646.4
T00015483,2025-02-02,S018,P00133,1,408.4,1,In-Store,Card,,,,,,408.4
T00015486,2025-07-05,S003,P00039,1,104.2,0,In-Store,Card,C007271,F,41.0,North West,Rustenburg,104.2
T00015492,2025-09-02,S025,P00294,4,870.49,0,In-Store,EFT,C003377,F,48.0,North West,Rustenburg,3481.96
T00015494,2025-04-04,S003,P00153,4,278.24,0,Online,EFT,C007122,M,35.0,North West,Rustenburg,1112.96
T00015507,2025-10-22,S005,P00195,1,796.52,0,Online,Card,C009436,F,40.0,Northern Cape,Kimberley,796.52
T00015508,2025-05-08,S004,P00130,3,99.99,0,In-Store,Card,C011492,F,46.0,Western Cape,Paarl,299.97
T00015510,2025-09-06,S024,P00047,2,723.16,1,In-Store,Cash,,,,,,1446.32
T00015513,2025-09-26,S004,P00383,1,723.87,0,In-Store,Card,C008601,M,22.0,Northern Cape,Kimberley,723.87
T00015519,2025-02-11,S016,P00115,4,369.81,0,In-Store,Card,,,,,,1479.24
T00015521,2025-07-31,S009,P00231,4,424.94,0,In-Store,Card,C011483,F,32.0,Northern Cape,Kimberley,1699.76
T00015524,2025-01-31,S005,P00093,2,27.44,1,In-Store,Cash,C006823,M,34.0,Free State,Bloemfontein,54.88
T00015526,2025-10-20,S022,P00035,1,424.31,0,Online,EFT,C008786,F,48.0,Free State,Bloemfontein,424.31
T00015527,2025-09-28,S025,P00302,1,204.92,0,In-Store,Card,C002384,M,36.0,North West,Rustenburg,204.92
T00015543,2025-03-20,S016,P00216,4,698.95,0,Online,Cash,C009489,X,37.0,KwaZulu-Natal,Durban,2795.8
T00015547,2025-12-01,S018,P00346,1,1281.3,0,In-Store,Card,C003278,M,38.0,Mpumalanga,Nelspruit,1281.3
T00015549,2025-02-01,S023,P00057,1,780.2,0,Click&Collect,Card,,,,,,780.2
T00015550,2025-06-13,S010,P00159,4,619.27,0,In-Store,Card,,,,,,2477.08
T00015559,2025-01-12,S014,P00351,1,770.8,0,In-Store,Card,,,,,,770.8
T00015560,2025-08-06,S004,P00156,2,1325.3,0,In-Store,Card,C010842,M,38.0,North West,Rustenburg,2650.6
T00015561,2025-10-29,S020,P00398,2,58.4,0,Click&Collect,Cash,,,,,,116.8
T00015575,2025-10-26,S016,P00131,2,117.22,0,In-Store,Card,C000962,F,16.0,Mpumalanga,Nelspruit,234.44
T00015577,2025-09-05,S002,P00319,4,1652.68,0,In-Store,Card,C002281,F,41.0,Mpumalanga,Nelspruit,6610.72
T00015586,2025-10-02,S015,P00194,4,94.47,0,Online,EFT,,,,,,377.88
T00015588,2025-03-28,S009,P00176,3,1084.29,1,In-Store,Card,C000415,F,16.0,Northern Cape,Kimberley,3252.87
T00015594,2025-06-27,S013,P00396,2,29.9,1,Click&Collect,Card,,,,,,59.8
T00015603,2025-08-08,S002,P00126,4,361.93,0,In-Store,Cash,,,,,,1447.72
T00015607,2025-04-25,S025,P00317,1,977.03,0,In-Store,Card,C003744,F,29.0,North West,Rustenburg,977.03
T00015613,2025-02-13,S025,P00201,4,385.1,1,Online,Card,C001466,F,34.0,Free State,Bloemfontein,1540.4
T00015616,2025-02-09,S002,P00165,1,9.86,0,In-Store,Cash,C005985,M,28.0,Free State,Bloemfontein,9.86
T00015623,2025-12-15,S015,P00371,1,1537.92,0,In-Store,EFT,C008058,M,17.0,Western Cape,Stellenbosch,1537.92
T00015624,2025-12-10,S005,P00285,1,1208.89,0,In-Store,Card,C002481,M,52.0,Limpopo,Polokwane,1208.89
T00015625,2025-05-02,S017,P00177,4,1487.33,0,Click&Collect,Card,,,,,,5949.32
T00015633,2025-12-19,S002,P00016,4,349.42,0,In-Store,EFT,C007629,M,63.0,Eastern Cape,East London,1397.68
T00015636,2025-02-26,S017,P00361,1,311.61,0,Online,Card,C001685,F,36.0,KwaZulu-Natal,Durban,311.61
T00015638,2025-07-03,S005,P00390,2,459.92,0,In-Store,EFT,C008060,F,36.0,Northern Cape,Kimberley,919.84
T00015641,2025-06-24,S016,P00052,2,46.67,0,In-Store,Card,C005540,M,32.0,North West,Rustenburg,93.34
T00015642,2025-02-07,S002,P00259,2,1661.69,1,In-Store,Card,C001342,F,26.0,Eastern Cape,Gqeberha,3323.38
T00015644,2025-01-08,S010,P00342,1,95.69,0,In-Store,Cash,C000990,M,52.0,Limpopo,Polokwane,95.69
T00015651,2025-11-24,S023,P00176,4,1217.4,0,In-Store,Card,C004742,F,24.0,Gauteng,Johannesburg,4869.6
T00015652,2025-09-02,S007,P00367,1,11.01,0,Online,Card,C004683,F,24.0,Gauteng,Pretoria,11.01
T00015653,2025-11-21,S022,P00279,1,353.58,1,Online,EFT,C004091,F,24.0,Northern Cape,Kimberley,353.58
T00015663,2025-01-05,S003,P00158,4,1035.41,0,In-Store,Card,C011633,F,23.0,Northern Cape,Kimberley,4141.64
T00015665,2025-11-29,S016,P00343,3,1173.01,0,In-Store,Card,C007549,F,40.0,Free State,Bloemfontein,3519.03
T00015669,2025-06-02,S025,P00133,4,404.51,0,In-Store,Card,,,,,,1618.04
T00015670,2025-12-23,S006,P00307,2,305.73,0,In-Store,Card,C001720,F,20.0,Eastern Cape,Gqeberha,611.46
T00015671,2025-11-20,S021,P00254,2,1360.06,0,Online,Cash,C001549,F,39.0,Gauteng,Soweto,2720.12
T00015673,2025-03-02,S024,P00123,3,41.23,1,Online,Cash,,,,,,123.69
T00015680,2025-03-08,S006,P00286,3,31.66,0,In-Store,Card,C002808,F,28.0,Northern Cape,Kimberley,94.98
T00015687,2025-01-15,S003,P00293,3,304.77,0,Online,Card,,,,,,914.31
T00015689,2025-03-13,S015,P00064,2,131.8,1,Online,EFT,C008700,F,18.0,Western Cape,Stellenbosch,263.6
T00015692,2025-01-21,S001,P00166,3,436.96,1,In-Store,Card,C008769,M,16.0,Northern Cape,Kimberley,1310.88
T00015700,2025-04-23,S015,P00018,2,461.32,1,In-Store,EFT,,,,,,922.64
T00015701,2025-10-30,S014,P00089,4,11.37,0,In-Store,Card,,,,,,45.48
T00015702,2025-04-05,S012,P00040,2,286.24,0,In-Store,Card,C008077,F,25.0,North West,Rustenburg,572.48
T00015712,2025-07-29,S002,P00167,4,607.32,0,In-Store,Cash,C002545,M,16.0,KwaZulu-Natal,Durban,2429.28
T00015718,2025-12-12,S003,P00151,3,1020.35,0,Click&Collect,EFT,,,,,,3061.05
T00015719,2025-12-07,S020,P00361,2,315.63,1,In-Store,Card,C001549,F,39.0,Gauteng,Soweto,631.26
T00015720,2025-05-19,S024,P00390,1,452.66,0,In-Store,Card,C011463,F,21.0,North West,Rustenburg,452.66
T00015721,2025-07-22,S002,P00222,2,151.85,0,In-Store,EFT,C004205,M,54.0,Gauteng,Pretoria,303.7
T00015722,2025-08-18,S016,P00204,2,253.33,0,In-Store,Card,,,,,,506.66
T00015724,2025-04-20,S018,P00377,1,1904.87,0,In-Store,Wallet,C003409,M,47.0,Eastern Cape,Gqeberha,1904.87
T00015725,2025-07-29,S010,P00170,2,1159.7,0,In-Store,Cash,,,,,,2319.4
T00015729,2025-12-02,S016,P00085,4,280.54,0,In-Store,Wallet,C011450,M,37.0,KwaZulu-Natal,Durban,1122.16
T00015733,2025-12-11,S013,P00006,2,166.56,1,In-Store,Card,C005657,F,36.0,Western Cape,Paarl,333.12
T00015740,2025-08-20,S005,P00231,4,374.89,0,In-Store,Card,,,,,,1499.56
T00015742,2025-05-01,S019,P00096,3,518.83,0,In-Store,Card,C000039,F,36.0,North West,Rustenburg,1556.49
T00015749,2025-09-27,S017,P00366,3,332.51,0,In-Store,Card,,,,,,997.53
T00015753,2025-06-02,S007,P00104,4,513.39,0,In-Store,EFT,C005716,M,48.0,KwaZulu-Natal,Durban,2053.56
T00015758,2025-07-13,S005,P00029,4,559.39,0,In-Store,Cash,C005222,M,28.0,Western Cape,Stellenbosch,2237.56
T00015762,2025-07-20,S007,P00203,3,14.83,0,In-Store,Cash,C004436,F,16.0,Free State,Bloemfontein,44.49
T00015764,2025-06-06,S024,P00362,3,48.34,1,Online,Wallet,,,,,,145.02
T00015766,2025-12-28,S025,P00388,4,510.4,0,Online,Card,C010846,F,23.0,North West,Rustenburg,2041.6
T00015773,2025-09-23,S023,P00036,2,95.19,0,In-Store,EFT,C004303,F,50.0,KwaZulu-Natal,Durban,190.38
T00015777,2025-02-28,S002,P00103,4,209.38,0,In-Store,Card,,,,,,837.52
T00015785,2025-09-06,S019,P00132,3,133.01,0,Click&Collect,Card,C001471,M,33.0,Eastern Cape,East London,399.03
T00015792,2025-12-09,S003,P00020,1,964.46,0,In-Store,Card,C004632,F,29.0,Northern Cape,Kimberley,964.46
T00015797,2025-11-28,S005,P00075,2,712.19,0,Click&Collect,Card,C004423,F,42.0,Northern Cape,Kimberley,1424.38
T00015801,2025-05-11,S002,P00387,2,400.1,0,Online,Card,C008044,M,29.0,North West,Rustenburg,800.2
T00015818,2025-06-13,S001,P00163,4,360.95,1,In-Store,Card,C011076,M,36.0,North West,Rustenburg,1443.8
T00015824,2025-11-21,S014,P00327,4,909.23,0,Online,Card,C008958,F,32.0,Western Cape,Cape Town,3636.92
T00015829,2025-12-30,S010,P00355,1,2569.03,0,In-Store,EFT,C009599,F,38.0,Western Cape,Stellenbosch,2569.03
T00015830,2025-07-25,S003,P00169,2,459.71,0,In-Store,Cash,C004405,M,38.0,Limpopo,Polokwane,919.42
T00015838,2025-09-19,S009,P00239,4,480.35,0,In-Store,Cash,C005682,F,43.0,Gauteng,Pretoria,1921.4
T00015848,2025-04-25,S012,P00201,2,374.42,1,In-Store,Card,C005662,M,39.0,Northern Cape,Kimberley,748.84
T00015850,2025-08-21,S020,P00346,2,1259.98,0,Online,Card,C008473,F,31.0,Western Cape,Stellenbosch,2519.96
T00015851,2025-06-11,S011,P00035,1,498.31,0,Online,Card,C010704,M,27.0,North West,Rustenburg,498.31
T00015852,2025-12-15,S012,P00313,4,401.57,0,Online,Wallet,C009872,F,42.0,Northern Cape,Kimberley,1606.28
T00015854,2025-11-18,S002,P00134,4,338.13,0,In-Store,Card,C009982,M,24.0,KwaZulu-Natal,Durban,1352.52
T00015863,2025-09-06,S001,P00032,3,204.88,1,Online,Card,C010066,X,16.0,Free State,Bloemfontein,614.64
T00015870,2025-12-27,S015,P00050,3,568.89,0,In-Store,EFT,C003190,M,29.0,Mpumalanga,Nelspruit,1706.67
T00015872,2025-11-19,S017,P00112,4,1428.12,0,Click&Collect,Card,C000707,M,29.0,North West,Rustenburg,5712.48
T00015873,2025-11-10,S018,P00140,1,432.63,0,In-Store,Card,,,,,,432.63
T00015886,2025-12-13,S020,P00035,1,477.83,0,Online,Wallet,C004265,X,22.0,Mpumalanga,Nelspruit,477.83
T00015887,2025-12-27,S015,P00324,4,65.12,0,In-Store,Wallet,C003129,F,40.0,Mpumalanga,Nelspruit,260.48
T00015889,2025-10-25,S002,P00192,1,93.99,0,Online,Card,,,,,,93.99
T00015892,2025-07-10,S004,P00204,4,350.65,0,In-Store,Card,,,,,,1402.6
T00015894,2025-10-20,S020,P00220,2,213.09,1,In-Store,Card,,,,,,426.18
T00015903,2025-03-26,S009,P00316,2,70.66,0,In-Store,Card,C009907,F,40.0,Northern Cape,Kimberley,141.32
T00015905,2025-11-08,S004,P00367,1,10.81,0,In-Store,EFT,C009854,M,24.0,Western Cape,Paarl,10.81
T00015907,2025-03-21,S021,P00283,2,592.04,0,In-Store,Card,C009751,M,25.0,Gauteng,Soweto,1184.08
T00015909,2025-01-21,S015,P00120,4,77.06,0,Online,Card,C000591,M,43.0,Eastern Cape,Gqeberha,308.24
T00015911,2025-06-11,S019,P00337,4,30.63,0,Online,Cash,,,,,,122.52
T00015925,2025-07-07,S017,P00345,2,5.22,0,In-Store,EFT,C002252,F,45.0,Gauteng,Pretoria,10.44
T00015934,2025-11-08,S023,P00398,4,49.51,0,Click&Collect,Card,C009623,M,26.0,Mpumalanga,Nelspruit,198.04
T00015947,2025-05-20,S015,P00391,2,86.4,0,In-Store,Card,C001523,F,53.0,Eastern Cape,Gqeberha,172.8
T00015952,2025-06-05,S021,P00285,4,1173.02,0,In-Store,Card,C008378,F,51.0,Limpopo,Polokwane,4692.08
T00015953,2025-04-10,S003,P00044,1,353.66,0,In-Store,Cash,C001745,M,16.0,Limpopo,Polokwane,353.66
T00015959,2025-02-19,S010,P00198,3,67.07,0,In-Store,Card,C004197,F,45.0,Mpumalanga,Nelspruit,201.21
T00015961,2025-03-22,S016,P00337,2,35.99,0,In-Store,Card,C004516,F,39.0,Northern Cape,Kimberley,71.98
T00015966,2025-12-17,S014,P00110,3,659.06,0,In-Store,Card,C010258,M,39.0,KwaZulu-Natal,Durban,1977.18
T00015973,2025-01-09,S013,P00125,1,45.46,0,In-Store,Card,,,,,,45.46
T00015975,2025-06-22,S014,P00299,1,64.02,0,Online,Card,,,,,,64.02
T00015980,2025-04-15,S008,P00286,1,30.98,0,In-Store,Card,C000044,F,30.0,Limpopo,Polokwane,30.98
T00015982,2025-01-28,S006,P00217,3,48.57,0,In-Store,Card,C004557,F,48.0,North West,Rustenburg,145.71
T00015997,2025-04-30,S002,P00025,4,261.75,0,In-Store,Cash,C003846,F,49.0,Eastern Cape,Gqeberha,1047.0
T00015998,2025-09-20,S019,P00137,2,1886.05,0,In-Store,Cash,C007091,M,41.0,Eastern Cape,East London,3772.1
T00015999,2025-06-17,S006,P00262,4,800.77,0,In-Store,Card,C002074,X,45.0,Mpumalanga,Nelspruit,3203.08
T00016009,2025-08-04,S007,P00135,1,598.06,0,Click&Collect,Card,C001507,M,27.0,Free State,Bloemfontein,598.06
T00016012,2025-10-19,S020,P00387,3,397.59,0,In-Store,Cash,C011389,X,24.0,Northern Cape,Kimberley,1192.77
T00016020,2025-04-27,S025,P00133,4,507.56,0,In-Store,Card,C007699,M,17.0,Eastern Cape,Gqeberha,2030.24
T00016023,2025-01-08,S005,P00222,2,186.13,0,In-Store,Card,C001821,X,20.0,Northern Cape,Kimberley,372.26
T00016024,2025-02-01,S021,P00192,4,80.85,1,Online,Card,C005260,M,16.0,Mpumalanga,Nelspruit,323.4
T00016030,2025-12-01,S024,P00372,2,903.16,0,In-Store,Card,C006651,M,20.0,Mpumalanga,Nelspruit,1806.32
T00016031,2025-09-02,S001,P00350,2,113.06,0,In-Store,Card,C009746,M,19.0,Gauteng,Pretoria,226.12
T00016041,2025-11-30,S003,P00353,4,97.54,0,Online,Card,C007106,F,48.0,Limpopo,Polokwane,390.16
T00016045,2025-12-13,S014,P00172,2,1230.09,0,In-Store,Card,C010567,M,40.0,Northern Cape,Kimberley,2460.18
T00016047,2025-01-08,S018,P00020,4,1002.86,0,In-Store,Cash,C008905,F,45.0,KwaZulu-Natal,Pietermaritzburg,4011.44
T00016056,2025-06-25,S007,P00037,2,525.62,0,Online,Card,C008587,F,29.0,Northern Cape,Kimberley,1051.24
T00016066,2025-08-25,S004,P00129,1,450.02,1,In-Store,Card,C004009,F,29.0,Western Cape,Paarl,450.02
T00016068,2025-10-01,S014,P00171,1,71.82,1,In-Store,Card,C010282,M,39.0,Northern Cape,Kimberley,71.82
T00016069,2025-04-04,S002,P00389,3,83.27,1,In-Store,Cash,C004772,F,39.0,Eastern Cape,East London,249.81
T00016078,2025-05-10,S023,P00185,3,184.14,0,In-Store,Cash,C000208,F,48.0,Free State,Bloemfontein,552.42
T00016086,2025-02-13,S025,P00081,4,128.39,1,Online,Card,,,,,,513.56
T00016088,2025-01-26,S003,P00214,3,56.02,0,In-Store,Card,C001693,F,28.0,KwaZulu-Natal,Durban,168.06
T00016091,2025-05-29,S025,P00382,2,6.36,0,In-Store,Card,C010329,F,18.0,North West,Rustenburg,12.72
T00016102,2025-12-22,S014,P00230,3,600.23,0,In-Store,Cash,C007766,M,54.0,Northern Cape,Kimberley,1800.69
T00016112,2025-04-30,S001,P00087,3,646.28,0,In-Store,Card,C001202,M,35.0,Limpopo,Polokwane,1938.84
T00016116,2025-01-22,S022,P00369,1,1459.61,0,In-Store,EFT,C003798,F,39.0,KwaZulu-Natal,Pietermaritzburg,1459.61
T00016117,2025-02-06,S014,P00102,2,116.09,0,In-Store,Card,C002698,F,23.0,KwaZulu-Natal,Durban,232.18
T00016124,2025-09-17,S012,P00159,4,637.78,0,In-Store,Card,C004164,F,34.0,Limpopo,Polokwane,2551.12
T00016127,2025-11-11,S011,P00069,3,796.61,0,Online,Card,C000137,M,23.0,Eastern Cape,Gqeberha,2389.83
T00016128,2025-02-04,S009,P00261,1,617.04,0,In-Store,Card,C011172,F,44.0,Eastern Cape,East London,617.04
T00016134,2025-01-23,S007,P00037,4,559.81,0,Online,Card,C011864,F,42.0,Mpumalanga,Nelspruit,2239.24
T00016135,2025-10-22,S012,P00240,4,90.75,0,In-Store,Card,C006585,M,20.0,Limpopo,Polokwane,363.0
T00016140,2025-10-05,S003,P00358,3,42.77,1,In-Store,EFT,C010583,M,18.0,KwaZulu-Natal,Durban,128.31
T00016141,2025-11-26,S009,P00371,3,1535.67,0,In-Store,Cash,C010294,F,31.0,Mpumalanga,Nelspruit,4607.01
T00016151,2025-06-03,S002,P00203,3,11.65,1,Online,EFT,C008853,M,40.0,Limpopo,Polokwane,34.95
T00016152,2025-11-28,S018,P00180,3,400.11,0,In-Store,Card,C011347,F,55.0,Western Cape,Cape Town,1200.33
T00016158,2025-05-03,S005,P00069,1,687.89,0,In-Store,Card,C005018,F,31.0,Gauteng,Midrand,687.89
T00016159,2025-03-27,S005,P00006,1,235.37,0,Online,Card,C009251,M,36.0,Limpopo,Polokwane,235.37
T00016160,2025-07-31,S001,P00380,1,2362.09,0,Click&Collect,Card,C004609,M,17.0,Gauteng,Johannesburg,2362.09
T00016161,2025-01-20,S005,P00170,4,863.49,0,Online,Cash,C000121,M,40.0,Gauteng,Johannesburg,3453.96
T00016162,2025-04-13,S012,P00144,3,1215.58,0,In-Store,Cash,C010999,F,35.0,North West,Rustenburg,3646.74
T00016163,2025-10-23,S019,P00249,3,224.05,0,Online,Wallet,C002357,M,64.0,Gauteng,Pretoria,672.15
T00016164,2025-03-01,S002,P00098,4,2084.52,1,In-Store,Card,C002346,F,22.0,KwaZulu-Natal,Pietermaritzburg,8338.08
T00016166,2025-02-15,S010,P00228,4,56.33,0,In-Store,Cash,C006011,M,27.0,Limpopo,Polokwane,225.32
T00016169,2025-10-07,S005,P00276,2,939.04,0,In-Store,Card,,,,,,1878.08
T00016171,2025-02-22,S006,P00274,2,735.41,0,In-Store,Card,C000481,F,18.0,Western Cape,Cape Town,1470.82
T00016180,2025-04-24,S017,P00261,3,658.8,0,Online,Card,C011513,F,38.0,Mpumalanga,Nelspruit,1976.4
T00016182,2025-06-08,S016,P00216,4,766.32,0,In-Store,Card,C000004,M,35.0,Free State,Bloemfontein,3065.28
T00016185,2025-10-20,S009,P00288,2,15.31,1,Online,EFT,C003360,M,57.0,Northern Cape,Kimberley,30.62
T00016191,2025-07-26,S003,P00400,3,568.25,0,In-Store,EFT,,,,,,1704.75
T00016200,2025-07-27,S020,P00031,1,975.77,1,In-Store,Card,C002335,M,26.0,Free State,Bloemfontein,975.77
T00016204,2025-03-17,S022,P00357,4,418.84,0,Online,Cash,C010026,F,32.0,Northern Cape,Kimberley,1675.36
T00016206,2025-12-17,S016,P00374,1,1165.49,0,Online,Card,C008186,M,36.0,KwaZulu-Natal,Pietermaritzburg,1165.49
T00016212,2025-06-30,S023,P00097,4,488.72,0,Online,Cash,,,,,,1954.88
T00016215,2025-11-13,S014,P00274,1,698.84,0,In-Store,Card,,,,,,698.84
T00016216,2025-07-07,S022,P00209,3,640.21,0,In-Store,Card,C008195,M,41.0,Free State,Bloemfontein,1920.63
T00016219,2025-04-21,S024,P00031,3,1173.91,0,Click&Collect,Card,C003005,F,17.0,North West,Rustenburg,3521.73
T00016220,2025-05-20,S018,P00267,1,155.46,0,In-Store,Cash,C005940,F,22.0,KwaZulu-Natal,Durban,155.46
T00016221,2025-09-12,S015,P00083,4,18.05,0,In-Store,Card,C000501,M,36.0,Eastern Cape,Gqeberha,72.2
T00016224,2025-04-13,S024,P00174,1,1979.54,0,In-Store,Card,,,,,,1979.54
T00016231,2025-05-31,S011,P00329,3,172.02,1,In-Store,EFT,C002581,M,42.0,Free State,Bloemfontein,516.06
T00016240,2025-05-12,S008,P00127,3,447.75,0,Online,Card,C002770,F,40.0,Western Cape,Cape Town,1343.25
T00016241,2025-02-18,S018,P00126,3,438.65,0,In-Store,Card,C006598,F,30.0,Mpumalanga,Nelspruit,1315.95
T00016249,2025-03-18,S021,P00284,1,489.63,0,In-Store,Cash,C011957,M,65.0,Free State,Bloemfontein,489.63
T00016250,2025-11-12,S015,P00272,3,492.6,1,Online,EFT,C007358,F,32.0,Limpopo,Polokwane,1477.8
T00016251,2025-02-18,S003,P00126,2,375.59,1,In-Store,Card,C011912,F,33.0,KwaZulu-Natal,Pietermaritzburg,751.18
T00016254,2025-09-25,S005,P00113,3,2040.03,0,In-Store,Card,C001031,M,32.0,Mpumalanga,Nelspruit,6120.09
T00016257,2025-04-03,S009,P00024,1,42.13,0,In-Store,Cash,C011230,M,36.0,North West,Rustenburg,42.13
T00016259,2025-06-19,S022,P00030,3,1121.86,1,In-Store,Card,C005979,F,28.0,Eastern Cape,Gqeberha,3365.58
T00016267,2025-08-30,S015,P00397,2,743.02,1,In-Store,EFT,C009925,M,17.0,Gauteng,Pretoria,1486.04
T00016269,2025-08-04,S009,P00286,1,32.21,0,In-Store,EFT,C005154,F,49.0,Eastern Cape,East London,32.21
T00016271,2025-12-22,S012,P00241,2,540.8,0,In-Store,Card,C001530,F,22.0,Northern Cape,Kimberley,1081.6
T00016277,2025-12-18,S021,P00247,3,2021.46,0,In-Store,Card,C006729,M,31.0,Mpumalanga,Nelspruit,6064.38
T00016280,2025-12-22,S021,P00003,3,1533.01,0,Online,Card,,,,,,4599.03
T00016284,2025-11-07,S025,P00278,4,92.07,1,In-Store,Card,,,,,,368.28
